global_sentence_id,source_id,title,subdomain,paragraph_id,local_sentence_id,language,sentence,num_chars,num_devanagari_chars,num_latin_chars
SENT_0000215,DIAB_003,Fasting Blood Sugar Test,diabetes_testing,1,31,ne,• परीक्षणका नतिजाहरू चिकित्सकलाई पठाइनछ।,40,35,0
SENT_0000216,DIAB_003,Fasting Blood Sugar Test,diabetes_testing,1,32,ne,तपाईंको चिकित्सकले तपाईंसँग नतिजाहरू साझा गर्नुहुनेछ।,53,48,0
SENT_0000217,DIAB_003,Fasting Blood Sugar Test,diabetes_testing,1,33,ne,• सामान्य फास्टिङ्ग सुुगर 70 र 100 मि.ग्ा./डि.एल.,49,31,0
SENT_0000218,DIAB_003,Fasting Blood Sugar Test,diabetes_testing,1,34,ne,हुनछ।,5,5,0
SENT_0000219,DIAB_003,Fasting Blood Sugar Test,diabetes_testing,1,35,ne,यदि तपाईंको ब्लड सुुगर स्तर 100 भन्ा माथि छ भने तपाईंको डक्टरले अर्को जाँचको आदेश दिन सकछ।,90,71,0
SENT_0000220,DIAB_003,Fasting Blood Sugar Test,diabetes_testing,1,36,ne,"तपाईंसित कुनै प्रश्नहरू वा चिन्ाहरू छन् भने, तपाईंको डक्टर वा नर्सित यसबारे कुरा गर्नुहोस्।",91,77,0
SENT_0000221,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,1,en,How to Use a Glucose Meter.,27,0,21
SENT_0000222,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,2,en,Nepali.,7,0,6
SENT_0000223,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,3,mixed,How to Use a Glucose Meter ग्लुकोज मीटरको पर्योग कसरी गनᱷ ग्लुकोज मीटरको पर्योग कसरी गनᱷ A glucose meter is used to check your blood glucose or blood sugar level.,162,50,80
SENT_0000224,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,4,en,This is needed to help you manage your diabetes.,48,0,39
SENT_0000225,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,5,en,There are many brands of meters.,32,0,26
SENT_0000226,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,6,en,Your nurse or pharmacist can help you learn about your meter.,61,0,50
SENT_0000227,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,7,en,"To get the most accurate results, be sure you: • Wash your hands well before testing.",85,0,66
SENT_0000228,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,8,en,• Use the brand of test strips for your meter.,46,0,35
SENT_0000229,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,9,en,• Store your test strips as recommended.,40,0,32
SENT_0000230,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,10,en,Follow these steps to check your blood sugar with a meter: Getting Ready 1.,75,0,59
SENT_0000231,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,11,en,"Wash your hands with warm water and soap for at least 15 seconds, rinse with warm water, and dry with a towel.",110,0,84
SENT_0000232,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,13,en,"Get your supplies: • Your meter • Test strips • Lancing device • Needle, often called a lancet 3.",97,0,71
SENT_0000233,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,14,en,Open the lancing device and put a needle in.,44,0,35
SENT_0000234,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,15,en,Take the cap off the needle.,28,0,22
SENT_0000235,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,16,en,Do not touch the needle.,24,0,19
SENT_0000236,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,18,en,Put the cover back on the lancing device.,41,0,33
SENT_0000237,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,19,en,Set the spring on the device so it is ready to be used to stick you.,68,0,52
SENT_0000238,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,21,en,Get a test strip out of the bottle or package.,46,0,36
SENT_0000239,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,22,en,Put the cap back on the bottle.,31,0,24
SENT_0000240,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,23,ne,ग्लुकोज मीटरको पर्योग तपाईँको रगतमा ग्लुकोज अथवा िचनीकोको स्तर जाँच्नका लािग गिरन्छ।,84,73,0
SENT_0000241,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,24,ne,तपाईँको मधुमेहलाई ᳞विस्थत राख्नका लािग यसको आवश्यकता पदर्छ।,59,51,0
SENT_0000242,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,25,ne,यस्ता मीटरहरूका अनेकᲅ बर्ान्डहरूका छन्।,39,34,0
SENT_0000243,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,26,ne,तपाईँको लािग चािहने मीटरको बारेमा जानकारी हािसल गनर्मा तपाईँका नसर् वा फामार्िसस्टले म᳎त गनर् सक्छन्।,101,86,0
SENT_0000244,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,27,ne,सवार्िधक सठीक पिरणामहरू पर्ा᳙ गनर्का लािग िन᳜ कुराहरू सुिनि᳟त गनुर्होस्: • परीक्षण गनुर्भन्दा पिहले आफ्ना हातहरूलाई रामर्री सफ्फा गनुर्होस्।,140,117,0
SENT_0000245,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,28,ne,• तपाईँको मीटरको लािग त्यसै बर्ान्डका परीक्षण स्टर्ीपहरूको पर्योग गनुर्होस्।,76,66,0
SENT_0000246,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,29,ne,• तपाईँका परीक्षण स्टर्ीपहरूलाई बताइए अनुसार राख्नुहोस्।,56,49,0
SENT_0000247,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,30,ne,मीटर᳇ारा तपाईँको रगतमा िचनीको जाँच गनर्का लािग मीटर᳇ारा तपाईँको रगतमा िचनीको जाँच गनर्का लािग िन᳜ पाइलाहरूको पालना गनुर्होस्: िन᳜ पाइलाहरूको पालना गनुर्होस्: तयारी हुँदै तयारी हुँदै 1.,184,150,0
SENT_0000248,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,31,ne,"मनतातो पानी र साबुनले आफ्ना हातहरू किम्तमा 15 सेकेन्डसम्म धुनुहोस्, मनतातो पानीले पखाल्नुहोस्, र तौिलयाले सुकाउनुहोस्।",118,99,0
SENT_0000249,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,33,ne,"सामानहरू तयार राख्नुहोस्: • तपाईँको मीटर • परीक्षण स्टर्ीपहरू • ल्यािन्सङ्ग उपकरण • सुई, जसलाई पर्ायः ल्यान्सेट भिनन्छ 3.",121,95,0
SENT_0000250,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,34,ne,ल्यािन्सङ्ग उपकरणलाई खोल्नुहोस् र त्यसमा सुई जडान गनुर्होस्।,60,53,0
SENT_0000251,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,35,ne,सुईको ढक्कनी खोल्नुहोस्।,24,22,0
SENT_0000252,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,36,ne,सुईलाई नछुनुहोस्।,17,16,0
SENT_0000253,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,38,ne,ल्यानिसङ्ग उपकरणमािथ ढक्कनी लगाइिदनुहोस्।,41,38,0
SENT_0000254,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,39,ne,उपकरणको िस्पर्ङ्गलाई तानेर ठीक्क पानुर्होस् जसबाट त्यो तपाईँलाई लगाउनका लािग तयारी अवस्थामा होस्।,97,85,0
SENT_0000255,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,41,ne,परीक्षण स्टर्ीपलाई बोतल वा प्याकेजबाट बािहर िनकाल्नुहोस्।,57,51,0
SENT_0000256,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,42,ne,बोतलको ढक्कनी बन्द गनुर्होस्।,29,26,0
SENT_0000257,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,43,en,2 How to Use a Glucose Meter.,29,0,21
SENT_0000258,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,44,en,Nepali.,7,0,6
SENT_0000259,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,45,en,healthinfotranslations.org 6.,29,0,25
SENT_0000260,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,46,en,Put the strip in the meter.,27,0,21
SENT_0000261,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,47,en,This will turn the meter on.,28,0,22
SENT_0000262,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,49,en,Match the code on your meter screen with the code for your test strips.,71,0,57
SENT_0000263,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,50,en,• The code is printed on the test strip bottle or package.,58,0,45
SENT_0000264,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,51,en,"• If your meter has the code built into the strips, go to the next step.",72,0,54
SENT_0000265,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,53,en,"When the test strip symbol ﬂ ashes on the screen, the meter is ready for a drop of blood.",89,0,68
SENT_0000266,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,54,en,Checking Your Blood Sugar 1.,28,0,22
SENT_0000267,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,55,en,Pick up the lancing device and put it against the side of one of your ﬁ ngers.,78,0,60
SENT_0000268,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,57,en,Push the button on the device to release the needle.,52,0,42
SENT_0000269,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,58,en,You will feel the needle stick.,31,0,25
SENT_0000270,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,59,en,Set the device down.,20,0,16
SENT_0000271,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,61,en,Squeeze your ﬁ nger at its base to get a large drop of blood.,61,0,46
SENT_0000272,DIAB_004,How to Use a Glucose Meter,diabetes_testing,1,63,en,Based on the type of test strip you use:,40,0,31
SENT_0000273,DIAB_004,How to Use a Glucose Meter,diabetes_testing,2,1,en,Touch the end of the test strip to the drop of blood.,54,0,41
SENT_0000274,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,1,en,Put the blood drop on the test area of the strip.,50,0,38
SENT_0000275,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,3,en,Be sure that the test area on the strip ﬁ lls completely with blood.,68,0,53
SENT_0000276,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,5,en,The meter will time the test and then your blood sugar number will show on the screen.,86,0,69
SENT_0000277,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,7,en,Write your blood sugar number in your log book or blood sugar diary.,68,0,55
SENT_0000278,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,9,ne,स्टर्ीपलाई मीटरमा जडान गनुर्होस्।,33,30,0
SENT_0000279,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,10,ne,त्यसो गनᱷ िबिᱫकै मीटर चालू अवस्थामा आउनेछ।,42,34,0
SENT_0000280,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,12,ne,तपाईँको मीटरको स्कर्ीनमा देिखने कोडलाई तपाईँको परीक्षण स्टर्ीपको कोडिसत िमलाएर हेनुर्होस्।,90,80,0
SENT_0000281,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,13,ne,• कोड परीक्षण स्टर्ीपको बोतल वा प्याकेजमा अिङ्कत हुन्छ।,55,46,0
SENT_0000282,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,14,ne,• तपाईँको मीटरमा देिखने कोड परीक्षण स्टर्ीपको कोडिसत मेल खान्छ भने अगािड बढ्नुहोस्।,83,70,0
SENT_0000283,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,16,ne,स्कर्ीनमा परीक्षण स्टर्ीप िचह्न फ्ल्याश भएपिछ मीटर रगतको थोपा स्वीकानर्को लािग तयार छ।,86,74,0
SENT_0000284,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,17,ne,आफ्नो रगतमा िचनीको स्तर जाँच्ने तिरका आफ्नो रगतमा िचनीको स्तर जाँच्ने तिरका 1.,78,64,0
SENT_0000285,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,18,ne,ल्यािन्सङ्ग उपकरणलाई उठाउनुहोस् र त्यसलाई तपाईँका Ბलीहरूको एकाितर राख्नुहोस्।,77,68,0
SENT_0000286,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,20,ne,उपकरणमा रहेको बटनलाई िथच्नुहोस् जसबाट सुई िनस्कने छ।,52,45,0
SENT_0000287,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,21,ne,Ბलीमा सुईले घोँचेको तपाईँले महसुस गनुर्हुनेछ।,45,39,0
SENT_0000288,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,22,ne,उपकरणलाई तल राख्नुहोस्।,23,21,0
SENT_0000289,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,24,ne,आफ्नो Ბलीलाई मुिन्तरबाट दबाउनुहोस् जसबाट रगतको एउटा ठूलो थोपा िनस्कन सकोस्।,75,64,0
SENT_0000290,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,26,ne,तपाईँले पर्योग गिररहनुभएको परीक्षण स्टर्ीपको पर्कारको िहसाबले: ❏ परीक्षण स्टर्ीपको टुप्पोमा रगतको थोपालाई छुवाउनुहोस्।,118,103,0
SENT_0000291,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,27,ne,❏ स्टर्ीपको परीक्षण क्षेतर्मा रगतको थोपा चुहाउनुहोस्।,53,46,0
SENT_0000292,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,29,ne,स्टर्ीपको परीक्षण क्षेतर् रगतले पूरा भिरयोस् भ᳖े कुरा सुिनि᳟त गनुर्होस्।,72,61,0
SENT_0000293,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,31,ne,मीटरले परीक्षणमा समय लगाउनेछ अिन त्यसपिछ तपाईँको रगतमा िचनीको स्तरको संख्यालाई स्कर्ीनमा देखाउनेछ।,98,86,0
SENT_0000294,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,33,ne,आफ्नो लग बुक वा रगतमा िचनीको स्तर दजर् गनᱷ डायरीमा रगतमा िचनीको स्तरको संख्या लेख्नुहोस्।,89,74,0
SENT_0000295,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,34,en,3 How to Use a Glucose Meter.,29,0,21
SENT_0000296,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,35,en,Nepali.,7,0,6
SENT_0000297,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,37,en,"Unless otherwise stated, user may print or download information from www.healthinfotranslations.org for personal, non-commercial use only.",138,0,117
SENT_0000298,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,38,en,The medical information found on this website should not be used in place of a consultation with your doctor or other health care provider.,139,0,115
SENT_0000299,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,39,en,You should always seek the advice of your doctor or other qualiﬁ ed health care provider before you start or stop any treatment or with any questions you may have about a medical condition.,189,0,154
SENT_0000300,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,40,en,"The Ohio State University Wexner Medical Center, Mount Carmel Health System, OhioHealth and Nationwide Children’s Hospital are not responsible for injuries or damages you may incur as a result of your stopping medical treatment or your failure to obtain treatment.",264,0,221
SENT_0000301,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,41,en,Cleaning Up the Supplies 1.,27,0,21
SENT_0000302,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,42,en,Remove the test strip and throw it away in your trash.,54,0,43
SENT_0000303,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,44,en,Remove the needle from the device.,34,0,28
SENT_0000304,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,45,en,Throw the needle into a puncture proof container with a lid such as an old bleach or detergent bottle.,102,0,83
SENT_0000305,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,47,en,Put your supplies away.,23,0,19
SENT_0000306,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,48,en,Store the needle container away from children and pets.,55,0,46
SENT_0000307,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,50,en,Wash your hands again with water and soap.,42,0,34
SENT_0000308,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,51,en,"Talk to your doctor, nurse, diabetes educator or pharmacist if you have questions about your meter and doing your glucose testing.",130,0,107
SENT_0000309,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,52,ne,सामानहरूलाई सफ्फा गनᱷ तिरका सामानहरूलाई सफ्फा गनᱷ तिरका 1.,58,46,0
SENT_0000310,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,53,ne,परीक्षण स्टर्ीपलाई िनकाल्नुहोस् र फोहोर फ्याँक्ने भाँडोमा फ्याँक्नुहोस्।,72,65,0
SENT_0000311,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,55,ne,उपकरणबाट सुई िनकाल्नुहोस्।,26,24,0
SENT_0000312,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,56,ne,सुईलाई छेँड नपनᱷ ढक्कनीयुक्त भाँडो जस्तै ब्लीच वा साबुनका पुराना बोतलमा फ्याँक्नुहोस्।,86,74,0
SENT_0000313,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,58,ne,आफ्ना सामानहरूलाई सम्हालेर राख्नुहोस्।,38,35,0
SENT_0000314,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,59,ne,सुईको भाँडालाई बच्चाहरू र पाल्तु जनावरहरूको पहुँचबाट बािहर राख्नुहोस्।,70,62,0
SENT_0000315,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,61,ne,आफ्ना हातहरू फेिर पानी र साबुनले धुनुहोस्।,42,36,0
SENT_0000316,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,62,ne,"तपाईँको मीटर र ग्लुकोज परीक्षणसम्बन्धी तपाईँका तपाईँको मीटर र ग्लुकोज परीक्षणसम्बन्धी तपाईँका कुनै पर᳤्हरू छन् भने आफ्ना डक्टर, नसर्, मधुमेह कुनै पर᳤्हरू छन् भने आफ्ना डक्टर, नसर्, मधुमेह परामशर्दाता वा फामार्िसस्टिसत कुरा गनुर्होस्।",233,195,0
SENT_0000317,DIAB_004,How to Use a Glucose Meter,diabetes_testing,3,63,ne,परामशर्दाता वा फामार्िसस्टिसत कुरा गनुर्होस्।,45,41,0
SENT_0000318,DIAB_005,High Blood Sugar,diabetes_complications,1,1,en,High Blood Sugar.,17,0,14
SENT_0000319,DIAB_005,High Blood Sugar,diabetes_complications,1,2,en,Nepali.,7,0,6
SENT_0000320,DIAB_005,High Blood Sugar,diabetes_complications,1,3,en,"High Blood Sugar रगतमा िचनीको उच्च स्तर रगतमा िचनीको उच्च स्तर High blood sugar means having too much sugar, also called glucose, in the blood.",143,38,78
SENT_0000321,DIAB_005,High Blood Sugar,diabetes_complications,1,4,en,High blood sugar is also called hyperglycemia.,46,0,39
SENT_0000322,DIAB_005,High Blood Sugar,diabetes_complications,1,5,en,The body’s cells need blood sugar.,34,0,27
SENT_0000323,DIAB_005,High Blood Sugar,diabetes_complications,1,6,en,A normal blood sugar level is 70 to 100.,40,0,26
SENT_0000324,DIAB_005,High Blood Sugar,diabetes_complications,1,7,en,A blood sugar level above 140 is too high.,42,0,30
SENT_0000325,DIAB_005,High Blood Sugar,diabetes_complications,1,8,en,You may not feel any signs of high blood sugar but damage may be happening to your body.,88,0,70
SENT_0000326,DIAB_005,High Blood Sugar,diabetes_complications,1,9,en,"Over time, high blood sugar can damage the eyes, kidneys, blood vessels, heart, nerves and feet.",96,0,75
SENT_0000327,DIAB_005,High Blood Sugar,diabetes_complications,1,10,en,Causes High blood sugar can happen with diabetes.,49,0,41
SENT_0000328,DIAB_005,High Blood Sugar,diabetes_complications,1,11,en,"When you have diabetes, your body does not make enough insulin or is not able to use the body’s insulin as it should.",117,0,92
SENT_0000329,DIAB_005,High Blood Sugar,diabetes_complications,1,12,en,The right amount of insulin is needed to let the sugar that is in your blood go into your cells.,96,0,76
SENT_0000330,DIAB_005,High Blood Sugar,diabetes_complications,1,13,en,"Without insulin, blood sugar will rise and cause high blood sugar, or hyperglycemia.",84,0,69
SENT_0000331,DIAB_005,High Blood Sugar,diabetes_complications,1,14,en,"High blood sugar can get worse because of: • Stress • Infection or illness • Certain medicines such as steroids • Pregnancy The most common reasons for high blood sugar in people with diabetes are: • Not taking enough insulin or diabetes pills • Missed, skipped or late diabetes medicine • Eating too much food • Eating foods high in sugar or carbohydrates रगतमा िचनीको उच्च स्तरको अथर् रगतमा धेरै िचनी हुनु हो जसलाई ग्लुकोज पिन भिनन्छ।",436,66,283
SENT_0000332,DIAB_005,High Blood Sugar,diabetes_complications,1,15,ne,रगतमा िचनीको उच्च स्तरलाई हाइपरिग्लसेिमया पिन भिनन्छ।,53,47,0
SENT_0000333,DIAB_005,High Blood Sugar,diabetes_complications,1,16,ne,शरीरका कोिशकाहरूलाई रगतमा िचनीको आवश्यकता पदर्छ।,48,43,0
SENT_0000334,DIAB_005,High Blood Sugar,diabetes_complications,1,17,ne,रगतमा िचनीको सामान्य स्तर 70 देिख 100 हुन्छ।,44,32,0
SENT_0000335,DIAB_005,High Blood Sugar,diabetes_complications,1,18,ne,रगतमा 140 भन्दा बढी िचनीको स्तर अित धेरै हुन्छ।,47,36,0
SENT_0000336,DIAB_005,High Blood Sugar,diabetes_complications,1,19,ne,तपाईँलाई रगतमा िचनीको उच्च स्तरको कुनै लक्षण महसुस नहुन सक्छ तर तपाईँको शरीरलाई यसले नोक्सानी पुऱ्याइरहेको हुन सक्छ।,116,99,0
SENT_0000337,DIAB_005,High Blood Sugar,diabetes_complications,1,20,ne,"समयका साथै रगतमा िचनीको उच्च स्तरले तपाईँका आँखा, िमगᲆला, रक्त निलकाहरू, मुटु, नसाहरू र पैतालालाई क्षित पुऱ्याउन सक्छ।",118,96,0
SENT_0000338,DIAB_005,High Blood Sugar,diabetes_complications,1,21,ne,कारणहरू कारणहरू रगतमा िचनीको उच्च स्तर मधुमेहको कारणले हुन्छ।,61,53,0
SENT_0000339,DIAB_005,High Blood Sugar,diabetes_complications,1,22,ne,तपाईँलाई मधुमेह छ भने तपाईँको शरीरले पयार्᳙ इन्सुिलन उत्प᳖ गदᱺन अथवा शरीरको इन्सुिलनलाई चािहँदो रूपमा पर्योग गनर् सक्दैन।,121,101,0
SENT_0000340,DIAB_005,High Blood Sugar,diabetes_complications,1,23,ne,तपाईँको रगतमा रहेको िचनीलाई तपाईँका कोिशकाहरूमा पुऱ्याउनका लािग सही मातर्ामा इन्सुिलनको आवश्यकता पछर्।,102,90,0
SENT_0000341,DIAB_005,High Blood Sugar,diabetes_complications,1,24,ne,"इन्सुिलन िबना रगतमा िचनीको स्तर बढ्छ र रगतमा िचनीको स्तर बढी हुन्छ, अथवा हाइपरिग्लसेिमया हुन्छ।",95,80,0
SENT_0000342,DIAB_005,High Blood Sugar,diabetes_complications,1,25,ne,"रगतमा िचनीको उच्च स्तर िन᳜ कारणहरूले झनै िबगर्न सक्छ: • तनाव • संकर्मण वा िबमारी • केही औषधीहरू जस्तै स्टेरोइड्स • गभार्धान मधुमेहका रोगीहरूका लािग रगतमा िचनीको उच्च स्तरको मधुमेहका रोगीहरूका लािग रगतमा िचनीको उच्च स्तरको सवार्िधक सामान्य कारणहरू हुन्: सवार्िधक सामान्य कारणहरू हुन्: • पयार्᳙ इन्सुिलन वा मधुमेहको औषधी निलइनु • मधुमेहको औषधी खान िबराउनु, िबसर्नु वा अबेर हुनु • अित धेरै खानु • धेरै मातर्ामा िचनी वा काबᲃहाइडर्ेट्स युक्त खाना खानु 2 High Blood Sugar.",466,359,14
SENT_0000343,DIAB_005,High Blood Sugar,diabetes_complications,1,26,en,Nepali.,7,0,6
SENT_0000344,DIAB_005,High Blood Sugar,diabetes_complications,1,27,en,healthinfotranslations.org Signs High blood sugar affects people differently.,77,0,68
SENT_0000345,DIAB_005,High Blood Sugar,diabetes_complications,1,28,en,Some people have no warning signs.,34,0,28
SENT_0000346,DIAB_005,High Blood Sugar,diabetes_complications,1,29,en,High blood sugar may happen slowly over time.,45,0,37
SENT_0000347,DIAB_005,High Blood Sugar,diabetes_complications,1,30,en,You may have one or more signs of high blood sugar.,51,0,40
SENT_0000348,DIAB_005,High Blood Sugar,diabetes_complications,1,31,en,Family members may notice these signs before you do.,52,0,43
SENT_0000349,DIAB_005,High Blood Sugar,diabetes_complications,1,32,en,• Extreme thirst • Urinate often • Increased hunger • Blurred vision • Weight loss or gain • Feeling tired or sleepy • Feeling moody or grumpy • Slow healing of wounds • Numbness in feet or hands • Vaginal itching or infections • Impotence • Skin itching • Skin infections such as boils Your Care See your doctor if you have signs of high blood sugar.,351,0,271
SENT_0000350,DIAB_005,High Blood Sugar,diabetes_complications,1,33,en,Talk to your doctor about the cause of your high blood sugar.,61,0,49
SENT_0000351,DIAB_005,High Blood Sugar,diabetes_complications,1,34,en,"You may need to take medicine to control your blood sugar, or you may need to change how you eat and exercise.",110,0,87
SENT_0000352,DIAB_005,High Blood Sugar,diabetes_complications,1,35,en,"If you have diabetes, control high blood sugar by following your diabetes treatment plan: • Follow your meal plan.",114,0,92
SENT_0000353,DIAB_005,High Blood Sugar,diabetes_complications,1,36,en,• Take your insulin and pills as directed.,42,0,33
SENT_0000354,DIAB_005,High Blood Sugar,diabetes_complications,1,37,en,• Test your blood sugar often and keep a record of the results.,63,0,49
SENT_0000355,DIAB_005,High Blood Sugar,diabetes_complications,1,38,en,• Follow your activity or exercise routine.,43,0,35
SENT_0000356,DIAB_005,High Blood Sugar,diabetes_complications,1,39,ne,लक्षणहरू लक्षणहरू रगतमा िचनीको उच्च स्तरले मािनसहरूलाई बेग्ला-बेग्लै रूपमा पर्भािवत गदर्छ।,90,79,0
SENT_0000357,DIAB_005,High Blood Sugar,diabetes_complications,1,40,ne,केही मािनसहरूमा चेतावनीका कुनै लक्षण देिखंदैनन्।,48,43,0
SENT_0000358,DIAB_005,High Blood Sugar,diabetes_complications,1,41,ne,रगतमा िचनीको उच्च स्तरको रोग िवस्तारै लामो समयमा हुन सक्छ।,58,49,0
SENT_0000359,DIAB_005,High Blood Sugar,diabetes_complications,1,42,ne,रगतमा िचनीको उच्च स्तरको तपाईँलाई एक वा बढी लक्षणहरू हुन सक्छन्।,64,54,0
SENT_0000360,DIAB_005,High Blood Sugar,diabetes_complications,1,43,ne,तपाईँले भन्दा तपाईँका पिरवारजनले ती लक्षणहरूलाई पिहले देख्न सक्छन्।,67,59,0
SENT_0000361,DIAB_005,High Blood Sugar,diabetes_complications,1,44,ne,• धेरै ितखार् लाग्नु • बहुमूतर् अथार्त् बारम्बार िपसाब फेनुर् • बढ्ता भोक लाग्नु • धिमलो देिखनु • तौल घट्नु वा बढ्नु • थिकत वा िनदर्ालु महसुस गनुर् • िचडिचडोपन वा झोँक्की स्वभाव महसुस गनुर् • घाउ िनको हुनमा िढल्याइँ • खुᲵा वा हातहरूमा बोधोपन महसुस हुनु • योनीमा िचलाउनु वा संकर्मण हुनु • नपुंसकता • छालामा िचलाउनु • छालामा संकर्मणहरू जस्तै फोका-फोकी हुनु तपाईँको हेरचाह तपाईँको हेरचाह रगतमा िचनीको उच्च स्तरका लक्षणहरू छन् भने आफ्नो डक्टरलाई भेट्नुहोस्।,453,361,0
SENT_0000362,DIAB_005,High Blood Sugar,diabetes_complications,1,45,ne,तपाईँको रगतमा िचनीको उच्च स्तरको कारणको बारेमा आफ्ना डक्टरिसत कुरा गनुर्होस्।,77,67,0
